matchup,p1_name,p2_name,episode,round,round_winner,p1_hp_final,p2_hp_final,p1_hp_ratio,p2_hp_ratio
Rewards_vs_Curriculum,Rewards,Curriculum,1007,3,p1,81,0,0.4602,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1008,1,p2,0,100,0.0,0.5682
Rewards_vs_Curriculum,Rewards,Curriculum,1008,2,p2,0,9,0.0,0.0511
Rewards_vs_Curriculum,Rewards,Curriculum,1009,1,p2,0,80,0.0,0.4545
Rewards_vs_Curriculum,Rewards,Curriculum,1009,2,p1,88,0,0.5,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1009,3,p1,97,0,0.5511,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1010,1,p2,0,2,0.0,0.0114
Rewards_vs_Curriculum,Rewards,Curriculum,1010,2,p1,154,0,0.875,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1010,3,p2,0,110,0.0,0.625
Rewards_vs_Curriculum,Rewards,Curriculum,1011,1,p2,0,45,0.0,0.2557
Rewards_vs_Curriculum,Rewards,Curriculum,1011,2,p2,0,130,0.0,0.7386
Rewards_vs_Curriculum,Rewards,Curriculum,1012,1,p2,0,61,0.0,0.3466
Rewards_vs_Curriculum,Rewards,Curriculum,1012,2,p1,47,0,0.267,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1012,3,p1,125,0,0.7102,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1013,1,p2,0,2,0.0,0.0114
Rewards_vs_Curriculum,Rewards,Curriculum,1013,2,p1,110,0,0.625,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1013,3,p1,57,0,0.3239,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1014,1,p1,100,0,0.5682,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1014,2,p1,129,0,0.733,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1015,1,p2,0,90,0.0,0.5114
Rewards_vs_Curriculum,Rewards,Curriculum,1015,2,p1,55,0,0.3125,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1015,3,p2,0,46,0.0,0.2614
Rewards_vs_Curriculum,Rewards,Curriculum,1016,1,p2,0,59,0.0,0.3352
Rewards_vs_Curriculum,Rewards,Curriculum,1016,2,p2,0,105,0.0,0.5966
Rewards_vs_Curriculum,Rewards,Curriculum,1017,1,p1,114,0,0.6477,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1017,2,p2,0,79,0.0,0.4489
Rewards_vs_Curriculum,Rewards,Curriculum,1017,3,p2,0,57,0.0,0.3239
Rewards_vs_Curriculum,Rewards,Curriculum,1018,1,p1,17,0,0.0966,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1018,2,p1,84,0,0.4773,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1019,1,p2,0,121,0.0,0.6875
Rewards_vs_Curriculum,Rewards,Curriculum,1019,2,p1,84,0,0.4773,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1019,3,p1,39,0,0.2216,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1020,1,p2,69,176,0.392,1.0
Rewards_vs_Curriculum,Rewards,Curriculum,1020,2,p1,75,0,0.4261,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1020,3,p1,87,0,0.4943,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1021,1,p1,58,0,0.3295,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1021,2,p1,20,0,0.1136,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1022,1,p2,0,69,0.0,0.392
Rewards_vs_Curriculum,Rewards,Curriculum,1022,2,p1,166,0,0.9432,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1022,3,p2,0,73,0.0,0.4148
Rewards_vs_Curriculum,Rewards,Curriculum,1023,1,p2,0,176,0.0,1.0
Rewards_vs_Curriculum,Rewards,Curriculum,1023,2,p2,0,123,0.0,0.6989
Rewards_vs_Curriculum,Rewards,Curriculum,1024,1,p1,89,0,0.5057,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1024,2,p1,95,0,0.5398,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1025,1,p2,0,54,0.0,0.3068
Rewards_vs_Curriculum,Rewards,Curriculum,1025,2,p2,0,51,0.0,0.2898
Rewards_vs_Curriculum,Rewards,Curriculum,1026,1,p2,0,67,0.0,0.3807
Rewards_vs_Curriculum,Rewards,Curriculum,1026,2,p1,0,0,0.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1026,3,p1,27,0,0.1534,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1027,1,p1,59,0,0.3352,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1027,2,p2,0,22,0.0,0.125
Rewards_vs_Curriculum,Rewards,Curriculum,1027,3,p1,107,0,0.608,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1028,1,p1,9,0,0.0511,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1028,2,p1,110,0,0.625,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1029,1,p2,0,107,0.0,0.608
Rewards_vs_Curriculum,Rewards,Curriculum,1029,2,p2,0,13,0.0,0.0739
Rewards_vs_Curriculum,Rewards,Curriculum,1030,1,p1,18,0,0.1023,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1030,2,p1,171,0,0.9716,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1031,1,p1,61,0,0.3466,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1031,2,p1,161,0,0.9148,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1032,1,p1,97,0,0.5511,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1032,2,p1,35,0,0.1989,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1033,1,p2,0,118,0.0,0.6705
Rewards_vs_Curriculum,Rewards,Curriculum,1033,2,p2,0,38,0.0,0.2159
Rewards_vs_Curriculum,Rewards,Curriculum,1034,1,p2,0,92,0.0,0.5227
Rewards_vs_Curriculum,Rewards,Curriculum,1034,2,p2,0,102,0.0,0.5795
Rewards_vs_Curriculum,Rewards,Curriculum,1035,1,p1,14,0,0.0795,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1035,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1036,1,p1,161,0,0.9148,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1036,2,p1,20,0,0.1136,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1037,1,p2,0,91,0.0,0.517
Rewards_vs_Curriculum,Rewards,Curriculum,1037,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1037,3,p1,94,0,0.5341,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1038,1,p2,0,122,0.0,0.6932
Rewards_vs_Curriculum,Rewards,Curriculum,1038,2,p1,40,0,0.2273,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1038,3,p1,105,0,0.5966,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1039,1,p1,16,0,0.0909,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1039,2,p2,0,73,0.0,0.4148
Rewards_vs_Curriculum,Rewards,Curriculum,1039,3,p1,22,0,0.125,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1040,1,p2,0,109,0.0,0.6193
Rewards_vs_Curriculum,Rewards,Curriculum,1040,2,p1,60,0,0.3409,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1040,3,p2,0,3,0.0,0.017
Rewards_vs_Curriculum,Rewards,Curriculum,1041,1,p2,0,34,0.0,0.1932
Rewards_vs_Curriculum,Rewards,Curriculum,1041,2,p2,0,91,0.0,0.517
Rewards_vs_Curriculum,Rewards,Curriculum,1042,1,p2,0,70,0.0,0.3977
Rewards_vs_Curriculum,Rewards,Curriculum,1042,2,p1,34,0,0.1932,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1042,3,p1,113,0,0.642,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1043,1,p2,0,69,0.0,0.392
Rewards_vs_Curriculum,Rewards,Curriculum,1043,2,p1,69,0,0.392,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1043,3,p1,112,0,0.6364,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1044,1,p1,20,0,0.1136,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1044,2,p1,45,0,0.2557,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1045,1,p1,1,0,0.0057,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1045,2,p1,43,0,0.2443,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1046,1,p2,0,5,0.0,0.0284
Rewards_vs_Curriculum,Rewards,Curriculum,1046,2,p1,43,0,0.2443,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1046,3,p1,56,0,0.3182,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1047,1,p2,0,0,0.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1047,2,p2,0,10,0.0,0.0568
Rewards_vs_Curriculum,Rewards,Curriculum,1048,1,p2,0,99,0.0,0.5625
Rewards_vs_Curriculum,Rewards,Curriculum,1048,2,p1,110,0,0.625,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1048,3,p1,116,0,0.6591,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1049,1,p1,81,0,0.4602,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1049,2,p1,73,0,0.4148,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1050,1,p2,0,88,0.0,0.5
Rewards_vs_Curriculum,Rewards,Curriculum,1050,2,p2,0,64,0.0,0.3636
Rewards_vs_Curriculum,Rewards,Curriculum,1051,1,p2,0,81,0.0,0.4602
Rewards_vs_Curriculum,Rewards,Curriculum,1051,2,p1,108,0,0.6136,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1051,3,p2,0,141,0.0,0.8011
Rewards_vs_Curriculum,Rewards,Curriculum,1052,1,p1,66,0,0.375,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1052,2,p1,62,0,0.3523,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1053,1,p2,0,56,0.0,0.3182
Rewards_vs_Curriculum,Rewards,Curriculum,1053,2,p2,0,63,0.0,0.358
Rewards_vs_Curriculum,Rewards,Curriculum,1054,1,p2,0,140,0.0,0.7955
Rewards_vs_Curriculum,Rewards,Curriculum,1054,2,p1,133,0,0.7557,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1054,3,p2,0,94,0.0,0.5341
Rewards_vs_Curriculum,Rewards,Curriculum,1055,1,p2,0,153,0.0,0.8693
Rewards_vs_Curriculum,Rewards,Curriculum,1055,2,p1,114,0,0.6477,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1055,3,p2,0,34,0.0,0.1932
Rewards_vs_Curriculum,Rewards,Curriculum,1056,1,p2,0,63,0.0,0.358
Rewards_vs_Curriculum,Rewards,Curriculum,1056,2,p1,52,0,0.2955,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1056,3,p1,162,0,0.9205,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1057,1,p2,0,16,0.0,0.0909
Rewards_vs_Curriculum,Rewards,Curriculum,1057,2,p2,0,0,0.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1058,1,p2,0,116,0.0,0.6591
Rewards_vs_Curriculum,Rewards,Curriculum,1058,2,p1,90,0,0.5114,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1058,3,p1,130,0,0.7386,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1059,1,p2,0,153,0.0,0.8693
Rewards_vs_Curriculum,Rewards,Curriculum,1059,2,p1,51,0,0.2898,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1059,3,p1,131,0,0.7443,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1060,1,p2,0,4,0.0,0.0227
Rewards_vs_Curriculum,Rewards,Curriculum,1060,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1060,3,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1061,1,p1,166,0,0.9432,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1061,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1062,1,p2,0,31,0.0,0.1761
Rewards_vs_Curriculum,Rewards,Curriculum,1062,2,p1,145,0,0.8239,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1062,3,p1,103,0,0.5852,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1063,1,p2,0,123,0.0,0.6989
Rewards_vs_Curriculum,Rewards,Curriculum,1063,2,p1,27,0,0.1534,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1063,3,p1,107,0,0.608,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1064,1,p1,45,0,0.2557,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1064,2,p1,109,0,0.6193,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1065,1,p1,121,0,0.6875,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1065,2,p2,0,76,0.0,0.4318
Rewards_vs_Curriculum,Rewards,Curriculum,1065,3,p1,76,0,0.4318,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1066,1,p1,7,0,0.0398,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1066,2,p1,111,0,0.6307,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1067,1,p2,0,59,0.0,0.3352
Rewards_vs_Curriculum,Rewards,Curriculum,1067,2,p2,0,45,0.0,0.2557
Rewards_vs_Curriculum,Rewards,Curriculum,1068,1,p2,0,67,0.0,0.3807
Rewards_vs_Curriculum,Rewards,Curriculum,1068,2,p2,0,9,0.0,0.0511
Rewards_vs_Curriculum,Rewards,Curriculum,1069,1,p2,0,77,0.0,0.4375
Rewards_vs_Curriculum,Rewards,Curriculum,1069,2,p1,44,0,0.25,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1069,3,p1,141,0,0.8011,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1070,1,p2,0,144,0.0,0.8182
Rewards_vs_Curriculum,Rewards,Curriculum,1070,2,p1,1,0,0.0057,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1070,3,p1,131,0,0.7443,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1071,1,p2,0,152,0.0,0.8636
Rewards_vs_Curriculum,Rewards,Curriculum,1071,2,p1,115,0,0.6534,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1071,3,p1,124,0,0.7045,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1072,1,p1,9,0,0.0511,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1072,2,p1,44,0,0.25,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1073,1,p1,37,0,0.2102,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1073,2,p1,87,0,0.4943,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1074,1,p2,0,144,0.0,0.8182
Rewards_vs_Curriculum,Rewards,Curriculum,1074,2,p2,0,6,0.0,0.0341
Rewards_vs_Curriculum,Rewards,Curriculum,1075,1,p1,10,0,0.0568,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1075,2,p2,0,112,0.0,0.6364
Rewards_vs_Curriculum,Rewards,Curriculum,1075,3,p1,49,0,0.2784,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1076,1,p2,0,41,0.0,0.233
Rewards_vs_Curriculum,Rewards,Curriculum,1076,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1076,3,p1,46,0,0.2614,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1077,1,p1,65,0,0.3693,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1077,2,p2,0,65,0.0,0.3693
Rewards_vs_Curriculum,Rewards,Curriculum,1077,3,p1,153,0,0.8693,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1078,1,p1,7,0,0.0398,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1078,2,p1,55,0,0.3125,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1079,1,p2,0,69,0.0,0.392
Rewards_vs_Curriculum,Rewards,Curriculum,1079,2,p1,42,0,0.2386,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1079,3,p2,0,71,0.0,0.4034
Rewards_vs_Curriculum,Rewards,Curriculum,1080,1,p2,0,10,0.0,0.0568
Rewards_vs_Curriculum,Rewards,Curriculum,1080,2,p1,135,0,0.767,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1080,3,p1,115,0,0.6534,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1081,1,p2,0,48,0.0,0.2727
Rewards_vs_Curriculum,Rewards,Curriculum,1081,2,p1,76,0,0.4318,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1081,3,p1,126,0,0.7159,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1082,1,p1,44,0,0.25,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1082,2,p1,104,0,0.5909,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1083,1,p1,133,0,0.7557,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1083,2,p1,145,0,0.8239,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1084,1,p1,29,0,0.1648,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1084,2,p1,97,0,0.5511,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1085,1,p2,0,85,0.0,0.483
Rewards_vs_Curriculum,Rewards,Curriculum,1085,2,p2,0,120,0.0,0.6818
Rewards_vs_Curriculum,Rewards,Curriculum,1086,1,p1,1,0,0.0057,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1086,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1087,1,p2,0,122,0.0,0.6932
Rewards_vs_Curriculum,Rewards,Curriculum,1087,2,p2,0,31,0.0,0.1761
Rewards_vs_Curriculum,Rewards,Curriculum,1088,1,p1,100,0,0.5682,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1088,2,p1,86,0,0.4886,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1089,1,p2,0,99,0.0,0.5625
Rewards_vs_Curriculum,Rewards,Curriculum,1089,2,p1,62,0,0.3523,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1089,3,p1,21,0,0.1193,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1090,1,p2,0,58,0.0,0.3295
Rewards_vs_Curriculum,Rewards,Curriculum,1090,2,p1,86,0,0.4886,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1090,3,p2,0,24,0.0,0.1364
Rewards_vs_Curriculum,Rewards,Curriculum,1091,1,p2,0,145,0.0,0.8239
Rewards_vs_Curriculum,Rewards,Curriculum,1091,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1091,3,p1,118,0,0.6705,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1092,1,p1,105,0,0.5966,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1092,2,p2,0,2,0.0,0.0114
Rewards_vs_Curriculum,Rewards,Curriculum,1092,3,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1093,1,p2,0,24,0.0,0.1364
Rewards_vs_Curriculum,Rewards,Curriculum,1093,2,p2,0,62,0.0,0.3523
Rewards_vs_Curriculum,Rewards,Curriculum,1094,1,p2,0,153,0.0,0.8693
Rewards_vs_Curriculum,Rewards,Curriculum,1094,2,p1,120,0,0.6818,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1094,3,p1,108,0,0.6136,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1095,1,p1,46,0,0.2614,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1095,2,p1,150,0,0.8523,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1096,1,p2,0,3,0.0,0.017
Rewards_vs_Curriculum,Rewards,Curriculum,1096,2,p1,146,105,0.8295,0.5966
Rewards_vs_Curriculum,Rewards,Curriculum,1096,3,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1097,1,p2,0,59,0.0,0.3352
Rewards_vs_Curriculum,Rewards,Curriculum,1097,2,p2,0,2,0.0,0.0114
Rewards_vs_Curriculum,Rewards,Curriculum,1098,1,p1,75,0,0.4261,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1098,2,p1,140,0,0.7955,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1099,1,p2,0,125,0.0,0.7102
Rewards_vs_Curriculum,Rewards,Curriculum,1099,2,p2,0,17,0.0,0.0966
Rewards_vs_Curriculum,Rewards,Curriculum,1100,1,p2,0,81,0.0,0.4602
Rewards_vs_Curriculum,Rewards,Curriculum,1100,2,p1,4,0,0.0227,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1100,3,p1,108,0,0.6136,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1101,1,p2,0,90,0.0,0.5114
Rewards_vs_Curriculum,Rewards,Curriculum,1101,2,p1,88,0,0.5,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1101,3,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1102,1,p2,0,103,0.0,0.5852
Rewards_vs_Curriculum,Rewards,Curriculum,1102,2,p1,91,0,0.517,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1102,3,p1,38,0,0.2159,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1103,1,p2,0,55,0.0,0.3125
Rewards_vs_Curriculum,Rewards,Curriculum,1103,2,p1,130,0,0.7386,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1103,3,p1,65,0,0.3693,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1104,1,p2,0,66,0.0,0.375
Rewards_vs_Curriculum,Rewards,Curriculum,1104,2,p1,72,0,0.4091,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1104,3,p2,0,73,0.0,0.4148
Rewards_vs_Curriculum,Rewards,Curriculum,1105,1,p2,0,88,0.0,0.5
Rewards_vs_Curriculum,Rewards,Curriculum,1105,2,p1,143,0,0.8125,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1105,3,p1,130,0,0.7386,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1106,1,p2,0,103,0.0,0.5852
Rewards_vs_Curriculum,Rewards,Curriculum,1106,2,p2,0,12,0.0,0.0682
Rewards_vs_Curriculum,Rewards,Curriculum,1107,1,p2,0,78,0.0,0.4432
Rewards_vs_Curriculum,Rewards,Curriculum,1107,2,p1,75,0,0.4261,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1107,3,p1,160,0,0.9091,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1108,1,p1,54,0,0.3068,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1108,2,p2,0,8,0.0,0.0455
Rewards_vs_Curriculum,Rewards,Curriculum,1108,3,p1,144,0,0.8182,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1109,1,p1,57,0,0.3239,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1109,2,p1,138,0,0.7841,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1110,1,p1,92,0,0.5227,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1110,2,p1,153,0,0.8693,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1111,1,p2,0,95,0.0,0.5398
Rewards_vs_Curriculum,Rewards,Curriculum,1111,2,p1,36,0,0.2045,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1111,3,p1,36,0,0.2045,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1112,1,p1,26,0,0.1477,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1112,2,p1,52,0,0.2955,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1113,1,p2,0,115,0.0,0.6534
Rewards_vs_Curriculum,Rewards,Curriculum,1113,2,p1,138,0,0.7841,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1113,3,p1,82,0,0.4659,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1114,1,p2,0,139,0.0,0.7898
Rewards_vs_Curriculum,Rewards,Curriculum,1114,2,p1,90,0,0.5114,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1114,3,p1,38,0,0.2159,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1115,1,p1,161,0,0.9148,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1115,2,p1,123,0,0.6989,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1116,1,p1,129,0,0.733,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1116,2,p1,118,0,0.6705,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1117,1,p2,0,74,0.0,0.4205
Rewards_vs_Curriculum,Rewards,Curriculum,1117,2,p1,133,0,0.7557,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1117,3,p1,85,0,0.483,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1118,1,p2,0,146,0.0,0.8295
Rewards_vs_Curriculum,Rewards,Curriculum,1118,2,p1,136,0,0.7727,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1118,3,p1,19,0,0.108,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1119,1,p2,0,112,0.0,0.6364
Rewards_vs_Curriculum,Rewards,Curriculum,1119,2,p1,100,0,0.5682,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1119,3,p1,27,0,0.1534,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1120,1,p1,45,0,0.2557,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1120,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1121,1,p1,146,0,0.8295,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1121,2,p1,128,0,0.7273,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1122,1,p1,84,0,0.4773,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1122,2,p1,154,0,0.875,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1123,1,p1,75,0,0.4261,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1123,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1124,1,p1,56,0,0.3182,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1124,2,p1,55,0,0.3125,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1125,1,p2,0,1,0.0,0.0057
Rewards_vs_Curriculum,Rewards,Curriculum,1125,2,p1,61,0,0.3466,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1125,3,p1,122,0,0.6932,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1126,1,p2,0,176,0.0,1.0
Rewards_vs_Curriculum,Rewards,Curriculum,1126,2,p1,176,0,1.0,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1126,3,p2,0,15,0.0,0.0852
Rewards_vs_Curriculum,Rewards,Curriculum,1127,1,p1,76,0,0.4318,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1127,2,p1,155,0,0.8807,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1128,1,p1,4,0,0.0227,0.0
Rewards_vs_Curriculum,Rewards,Curriculum,1128,2,p1,176,106,1.0,0.6023
Rewards_vs_Curriculum,Rewards,Curriculum,1129,1,p2,0,26,0.0,0.1477
